VCE ,leafValue( DP1_IB1 "mcparamset" 1 ) (A),leafValue( DP1_IB1 "mcparamset" 2 ) (A),leafValue( DP1_IB1 "mcparamset" 3 ) (A),leafValue( DP1_IB1 "mcparamset" 4 ) (A),leafValue( DP1_IB1 "mcparamset" 5 ) (A),leafValue( DP1_IB1 "mcparamset" 6 ) (A),leafValue( DP1_IB1 "mcparamset" 7 ) (A),leafValue( DP1_IB1 "mcparamset" 8 ) (A),leafValue( DP1_IB1 "mcparamset" 9 ) (A),leafValue( DP1_IB1 "mcparamset" 10 ) (A),leafValue( DP1_IB1 "mcparamset" 11 ) (A),leafValue( DP1_IB1 "mcparamset" 12 ) (A),leafValue( DP1_IB1 "mcparamset" 13 ) (A),leafValue( DP1_IB1 "mcparamset" 14 ) (A),leafValue( DP1_IB1 "mcparamset" 15 ) (A),leafValue( DP1_IB1 "mcparamset" 16 ) (A),leafValue( DP1_IB1 "mcparamset" 17 ) (A),leafValue( DP1_IB1 "mcparamset" 18 ) (A),leafValue( DP1_IB1 "mcparamset" 19 ) (A),leafValue( DP1_IB1 "mcparamset" 20 ) (A),leafValue( DP1_IB2 "mcparamset" 1 ) (A),leafValue( DP1_IB2 "mcparamset" 2 ) (A),leafValue( DP1_IB2 "mcparamset" 3 ) (A),leafValue( DP1_IB2 "mcparamset" 4 ) (A),leafValue( DP1_IB2 "mcparamset" 5 ) (A),leafValue( DP1_IB2 "mcparamset" 6 ) (A),leafValue( DP1_IB2 "mcparamset" 7 ) (A),leafValue( DP1_IB2 "mcparamset" 8 ) (A),leafValue( DP1_IB2 "mcparamset" 9 ) (A),leafValue( DP1_IB2 "mcparamset" 10 ) (A),leafValue( DP1_IB2 "mcparamset" 11 ) (A),leafValue( DP1_IB2 "mcparamset" 12 ) (A),leafValue( DP1_IB2 "mcparamset" 13 ) (A),leafValue( DP1_IB2 "mcparamset" 14 ) (A),leafValue( DP1_IB2 "mcparamset" 15 ) (A),leafValue( DP1_IB2 "mcparamset" 16 ) (A),leafValue( DP1_IB2 "mcparamset" 17 ) (A),leafValue( DP1_IB2 "mcparamset" 18 ) (A),leafValue( DP1_IB2 "mcparamset" 19 ) (A),leafValue( DP1_IB2 "mcparamset" 20 ) (A),leafValue( DP2_IB1 "mcparamset" 1 ) (A),leafValue( DP2_IB1 "mcparamset" 2 ) (A),leafValue( DP2_IB1 "mcparamset" 3 ) (A),leafValue( DP2_IB1 "mcparamset" 4 ) (A),leafValue( DP2_IB1 "mcparamset" 5 ) (A),leafValue( DP2_IB1 "mcparamset" 6 ) (A),leafValue( DP2_IB1 "mcparamset" 7 ) (A),leafValue( DP2_IB1 "mcparamset" 8 ) (A),leafValue( DP2_IB1 "mcparamset" 9 ) (A),leafValue( DP2_IB1 "mcparamset" 10 ) (A),leafValue( DP2_IB1 "mcparamset" 11 ) (A),leafValue( DP2_IB1 "mcparamset" 12 ) (A),leafValue( DP2_IB1 "mcparamset" 13 ) (A),leafValue( DP2_IB1 "mcparamset" 14 ) (A),leafValue( DP2_IB1 "mcparamset" 15 ) (A),leafValue( DP2_IB1 "mcparamset" 16 ) (A),leafValue( DP2_IB1 "mcparamset" 17 ) (A),leafValue( DP2_IB1 "mcparamset" 18 ) (A),leafValue( DP2_IB1 "mcparamset" 19 ) (A),leafValue( DP2_IB1 "mcparamset" 20 ) (A),leafValue( DP2_IB2 "mcparamset" 1 ) (A),leafValue( DP2_IB2 "mcparamset" 2 ) (A),leafValue( DP2_IB2 "mcparamset" 3 ) (A),leafValue( DP2_IB2 "mcparamset" 4 ) (A),leafValue( DP2_IB2 "mcparamset" 5 ) (A),leafValue( DP2_IB2 "mcparamset" 6 ) (A),leafValue( DP2_IB2 "mcparamset" 7 ) (A),leafValue( DP2_IB2 "mcparamset" 8 ) (A),leafValue( DP2_IB2 "mcparamset" 9 ) (A),leafValue( DP2_IB2 "mcparamset" 10 ) (A),leafValue( DP2_IB2 "mcparamset" 11 ) (A),leafValue( DP2_IB2 "mcparamset" 12 ) (A),leafValue( DP2_IB2 "mcparamset" 13 ) (A),leafValue( DP2_IB2 "mcparamset" 14 ) (A),leafValue( DP2_IB2 "mcparamset" 15 ) (A),leafValue( DP2_IB2 "mcparamset" 16 ) (A),leafValue( DP2_IB2 "mcparamset" 17 ) (A),leafValue( DP2_IB2 "mcparamset" 18 ) (A),leafValue( DP2_IB2 "mcparamset" 19 ) (A),leafValue( DP2_IB2 "mcparamset" 20 ) (A),leafValue( DP3_IB1 "mcparamset" 1 ) (A),leafValue( DP3_IB1 "mcparamset" 2 ) (A),leafValue( DP3_IB1 "mcparamset" 3 ) (A),leafValue( DP3_IB1 "mcparamset" 4 ) (A),leafValue( DP3_IB1 "mcparamset" 5 ) (A),leafValue( DP3_IB1 "mcparamset" 6 ) (A),leafValue( DP3_IB1 "mcparamset" 7 ) (A),leafValue( DP3_IB1 "mcparamset" 8 ) (A),leafValue( DP3_IB1 "mcparamset" 9 ) (A),leafValue( DP3_IB1 "mcparamset" 10 ) (A),leafValue( DP3_IB1 "mcparamset" 11 ) (A),leafValue( DP3_IB1 "mcparamset" 12 ) (A),leafValue( DP3_IB1 "mcparamset" 13 ) (A),leafValue( DP3_IB1 "mcparamset" 14 ) (A),leafValue( DP3_IB1 "mcparamset" 15 ) (A),leafValue( DP3_IB1 "mcparamset" 16 ) (A),leafValue( DP3_IB1 "mcparamset" 17 ) (A),leafValue( DP3_IB1 "mcparamset" 18 ) (A),leafValue( DP3_IB1 "mcparamset" 19 ) (A),leafValue( DP3_IB1 "mcparamset" 20 ) (A),leafValue( DP3_IB2 "mcparamset" 1 ) (A),leafValue( DP3_IB2 "mcparamset" 2 ) (A),leafValue( DP3_IB2 "mcparamset" 3 ) (A),leafValue( DP3_IB2 "mcparamset" 4 ) (A),leafValue( DP3_IB2 "mcparamset" 5 ) (A),leafValue( DP3_IB2 "mcparamset" 6 ) (A),leafValue( DP3_IB2 "mcparamset" 7 ) (A),leafValue( DP3_IB2 "mcparamset" 8 ) (A),leafValue( DP3_IB2 "mcparamset" 9 ) (A),leafValue( DP3_IB2 "mcparamset" 10 ) (A),leafValue( DP3_IB2 "mcparamset" 11 ) (A),leafValue( DP3_IB2 "mcparamset" 12 ) (A),leafValue( DP3_IB2 "mcparamset" 13 ) (A),leafValue( DP3_IB2 "mcparamset" 14 ) (A),leafValue( DP3_IB2 "mcparamset" 15 ) (A),leafValue( DP3_IB2 "mcparamset" 16 ) (A),leafValue( DP3_IB2 "mcparamset" 17 ) (A),leafValue( DP3_IB2 "mcparamset" 18 ) (A),leafValue( DP3_IB2 "mcparamset" 19 ) (A),leafValue( DP3_IB2 "mcparamset" 20 ) (A)
700.00000E-3,479.38422E-9,431.69661E-9,544.86131E-9,466.36691E-9,346.54195E-9,417.38106E-9,500.51217E-9,391.03275E-9,469.60447E-9,498.87345E-9,441.02892E-9,465.71601E-9,406.16739E-9,558.73840E-9,436.48152E-9,489.27516E-9,423.58156E-9,380.92934E-9,454.85821E-9,536.92831E-9,481.81189E-9,450.44822E-9,509.48729E-9,457.01332E-9,359.32865E-9,431.60711E-9,481.40796E-9,392.46220E-9,447.68459E-9,511.48271E-9,437.53154E-9,474.18082E-9,413.68302E-9,551.37048E-9,442.47275E-9,498.00983E-9,431.45616E-9,372.80113E-9,453.21643E-9,525.44603E-9,489.20802E-9,414.60704E-9,530.08301E-9,473.31525E-9,344.44986E-9,415.80834E-9,484.14562E-9,391.38267E-9,458.92032E-9,518.44486E-9,416.36858E-9,476.49851E-9,423.21739E-9,546.42123E-9,446.51175E-9,487.36104E-9,430.49515E-9,375.30892E-9,451.02667E-9,546.12536E-9,481.63352E-9,438.52977E-9,525.33613E-9,449.30783E-9,362.99929E-9,426.49880E-9,487.49218E-9,392.05952E-9,456.10012E-9,497.48309E-9,444.39168E-9,489.17390E-9,415.07201E-9,561.36488E-9,442.00359E-9,485.89507E-9,421.25116E-9,371.89665E-9,460.90844E-9,520.89206E-9,481.32487E-9,447.93188E-9,512.81729E-9,448.33414E-9,355.97212E-9,429.60536E-9,509.99693E-9,380.99046E-9,449.16622E-9,502.65052E-9,441.14231E-9,469.52160E-9,430.80764E-9,565.58331E-9,441.29417E-9,510.55874E-9,426.01576E-9,371.32501E-9,456.48496E-9,524.32194E-9,474.47510E-9,450.84454E-9,517.67914E-9,461.24391E-9,345.33685E-9,433.49953E-9,478.25144E-9,374.66019E-9,460.02910E-9,510.20585E-9,438.11746E-9,500.61633E-9,407.60069E-9,559.69742E-9,450.14415E-9,492.36038E-9,430.76872E-9,373.20108E-9,450.01781E-9,534.74136E-9
705.00000E-3,581.40465E-9,523.53240E-9,660.79992E-9,565.56290E-9,420.20789E-9,506.14083E-9,607.01812E-9,474.15140E-9,569.53137E-9,605.02395E-9,534.84577E-9,564.77727E-9,492.52635E-9,677.71488E-9,529.31248E-9,593.35296E-9,513.68823E-9,461.90667E-9,551.61421E-9,651.15282E-9,584.34777E-9,546.28616E-9,617.88146E-9,554.21386E-9,435.72360E-9,523.40219E-9,583.83438E-9,475.88312E-9,542.93361E-9,620.32466E-9,530.59715E-9,575.05390E-9,501.64549E-9,668.76947E-9,536.58074E-9,603.95360E-9,523.23946E-9,452.04320E-9,549.62831E-9,637.22310E-9,593.32001E-9,502.79503E-9,642.87320E-9,573.99464E-9,417.66701E-9,504.22992E-9,587.15781E-9,474.57436E-9,556.56471E-9,628.76984E-9,504.92005E-9,577.86684E-9,513.21427E-9,662.77062E-9,541.48218E-9,591.03463E-9,522.07443E-9,455.08603E-9,546.96816E-9,662.31202E-9,584.13097E-9,531.82302E-9,637.11018E-9,544.86122E-9,440.17744E-9,517.20137E-9,591.21738E-9,475.39824E-9,553.14139E-9,603.33674E-9,538.92363E-9,593.24450E-9,503.33369E-9,680.90214E-9,536.01316E-9,589.25579E-9,510.85647E-9,450.94767E-9,558.96029E-9,631.69697E-9,583.75608E-9,543.23296E-9,621.91916E-9,543.68258E-9,431.65176E-9,520.97234E-9,618.52284E-9,461.96696E-9,544.73093E-9,609.60262E-9,534.98270E-9,569.39935E-9,522.42618E-9,686.02240E-9,535.14886E-9,619.17950E-9,516.64195E-9,450.25137E-9,553.59084E-9,635.85755E-9,575.44401E-9,546.76242E-9,627.82423E-9,559.34459E-9,418.74386E-9,525.69981E-9,580.00511E-9,454.28790E-9,557.91064E-9,618.77369E-9,531.30827E-9,607.13063E-9,494.26667E-9,678.88014E-9,545.88937E-9,597.09821E-9,522.40881E-9,452.52813E-9,545.74575E-9,648.50030E-9
710.00000E-3,705.13768E-9,634.90747E-9,801.39015E-9,685.84792E-9,509.54368E-9,613.77475E-9,736.18117E-9,574.93389E-9,690.72182E-9,733.75317E-9,648.61893E-9,684.90079E-9,597.24437E-9,822.02609E-9,641.88249E-9,719.55647E-9,622.96708E-9,560.09866E-9,668.94699E-9,789.65391E-9,708.70480E-9,662.51614E-9,749.32224E-9,672.07865E-9,528.36989E-9,634.71773E-9,708.04766E-9,577.03099E-9,658.44965E-9,752.31895E-9,643.45674E-9,697.37772E-9,608.30844E-9,811.16472E-9,650.69911E-9,732.42149E-9,634.55030E-9,548.12997E-9,666.54658E-9,772.75675E-9,719.58780E-9,609.74480E-9,779.64677E-9,696.07924E-9,506.45728E-9,611.45236E-9,712.08230E-9,575.44465E-9,674.98523E-9,762.56174E-9,612.30487E-9,700.79166E-9,622.34482E-9,803.89572E-9,656.64690E-9,716.74974E-9,633.13823E-9,551.82171E-9,663.31433E-9,803.19292E-9,708.44118E-9,644.96560E-9,772.64970E-9,660.72660E-9,533.77364E-9,627.19051E-9,717.00622E-9,576.44809E-9,670.82968E-9,731.70574E-9,653.56300E-9,719.44595E-9,610.36084E-9,825.89367E-9,650.01290E-9,714.59136E-9,619.52521E-9,546.80359E-9,677.86711E-9,766.05115E-9,707.98581E-9,658.81179E-9,754.21703E-9,659.30075E-9,523.43082E-9,631.76815E-9,750.13423E-9,560.15142E-9,660.62966E-9,739.30213E-9,648.78412E-9,690.51534E-9,633.52478E-9,832.10867E-9,648.95914E-9,750.89417E-9,626.55101E-9,545.95484E-9,671.34930E-9,771.09757E-9,697.89968E-9,663.08719E-9,761.39023E-9,678.29999E-9,507.76473E-9,637.50751E-9,703.40273E-9,550.83724E-9,676.61910E-9,750.43471E-9,644.31982E-9,736.29727E-9,599.35763E-9,823.44226E-9,661.99380E-9,724.10312E-9,633.54757E-9,548.71779E-9,661.83376E-9,786.43717E-9
715.00000E-3,855.19191E-9,769.96751E-9,971.85206E-9,831.68794E-9,617.87454E-9,744.28275E-9,892.80517E-9,697.11933E-9,837.68769E-9,889.84707E-9,786.58027E-9,830.54778E-9,724.21038E-9,997.05389E-9,778.37391E-9,872.57012E-9,755.48649E-9,679.15237E-9,811.21737E-9,957.56744E-9,859.51403E-9,803.46491E-9,908.69013E-9,814.98369E-9,640.71616E-9,769.69068E-9,858.66641E-9,699.65768E-9,798.53311E-9,912.37337E-9,780.30664E-9,845.69713E-9,737.63315E-9,983.86514E-9,789.06744E-9,888.18288E-9,769.53161E-9,664.62986E-9,808.31853E-9,937.07317E-9,872.71290E-9,739.43683E-9,945.48310E-9,844.10219E-9,614.12479E-9,741.45945E-9,863.56457E-9,697.73536E-9,818.58972E-9,924.79442E-9,742.51591E-9,849.84028E-9,754.66212E-9,975.06007E-9,796.28455E-9,869.17381E-9,767.82054E-9,669.10848E-9,804.39013E-9,973.99233E-9,859.19327E-9,782.16876E-9,936.98711E-9,801.20453E-9,647.27187E-9,760.55297E-9,869.53605E-9,698.95836E-9,813.54517E-9,887.36249E-9,792.57304E-9,872.46684E-9,740.12911E-9,1.0017467E-6,788.23839E-9,866.55507E-9,751.30173E-9,663.02477E-9,822.04971E-9,928.93665E-9,858.64014E-9,798.97089E-9,914.62246E-9,799.48097E-9,634.72593E-9,766.11010E-9,909.72490E-9,679.18640E-9,801.17694E-9,896.56979E-9,786.77926E-9,837.36909E-9,768.23050E-9,1.0092907E-6,786.95257E-9,910.59283E-9,759.83483E-9,661.98935E-9,814.13786E-9,935.05676E-9,846.40193E-9,804.14773E-9,923.33765E-9,822.52596E-9,615.71243E-9,773.07832E-9,853.03277E-9,667.89050E-9,820.57330E-9,910.08379E-9,781.35415E-9,892.91600E-9,726.77676E-9,998.77549E-9,802.77106E-9,878.08990E-9,768.32257E-9,665.34223E-9,802.59777E-9,953.66714E-9
720.00000E-3,1.0371471E-6,933.73115E-9,1.1784998E-6,1.0084853E-6,749.22635E-9,902.50492E-9,1.0827037E-6,845.23021E-9,1.0158910E-6,1.0790970E-6,953.85156E-9,1.0071152E-6,878.12927E-9,1.2093161E-6,943.84704E-9,1.0580599E-6,916.17180E-9,823.48043E-9,983.70205E-9,1.1611035E-6,1.0423821E-6,974.37027E-9,1.1018888E-6,988.22246E-9,776.93773E-9,933.32688E-9,1.0412798E-6,848.30088E-9,968.39004E-9,1.1064268E-6,946.22516E-9,1.0255108E-6,894.41209E-9,1.1932997E-6,956.81516E-9,1.0770068E-6,933.19857E-9,805.86023E-9,980.20507E-9,1.1362499E-6,1.0583869E-6,896.68967E-9,1.1465265E-6,1.0235470E-6,744.66963E-9,899.07140E-9,1.0472264E-6,845.97204E-9,992.71397E-9,1.1214864E-6,900.38544E-9,1.0305386E-6,915.06965E-9,1.1826384E-6,965.57181E-9,1.0539526E-6,931.12574E-9,811.29281E-9,975.42907E-9,1.1810272E-6,1.0419915E-6,948.53036E-9,1.1362096E-6,971.49681E-9,784.89008E-9,922.23354E-9,1.0544671E-6,847.46390E-9,986.59001E-9,1.0760819E-6,961.11327E-9,1.0579795E-6,897.44854E-9,1.2150097E-6,955.81436E-9,1.0507755E-6,911.08182E-9,803.91898E-9,996.85781E-9,1.1263775E-6,1.0413196E-6,968.91876E-9,1.1090763E-6,969.41542E-9,769.67377E-9,928.98015E-9,1.1032169E-6,823.47768E-9,971.59583E-9,1.0872387E-6,954.09090E-9,1.0154044E-6,931.53656E-9,1.2241673E-6,954.24387E-9,1.1041905E-6,921.44719E-9,802.65465E-9,987.25369E-9,1.1337987E-6,1.0264711E-6,975.18393E-9,1.1196672E-6,997.36389E-9,746.59781E-9,937.44091E-9,1.0344480E-6,809.78070E-9,995.12238E-9,1.1036440E-6,947.49648E-9,1.0827940E-6,881.24630E-9,1.2114097E-6,973.44022E-9,1.0647614E-6,931.74287E-9,806.72325E-9,973.26065E-9,1.1563753E-6
725.00000E-3,1.2577552E-6,1.1322706E-6,1.4289654E-6,1.2227704E-6,908.47080E-9,1.0942943E-6,1.3129081E-6,1.0247327E-6,1.2319403E-6,1.3085067E-6,1.1566282E-6,1.2211277E-6,1.0646894E-6,1.4667029E-6,1.1444205E-6,1.2828741E-6,1.1109827E-6,998.41826E-9,1.1927819E-6,1.4077650E-6,1.2640932E-6,1.1815696E-6,1.3360543E-6,1.1981938E-6,942.08708E-9,1.1316797E-6,1.2626473E-6,1.0284447E-6,1.1743195E-6,1.3416615E-6,1.1473543E-6,1.2434673E-6,1.0844395E-6,1.4472503E-6,1.1601443E-6,1.3058665E-6,1.1316189E-6,977.04121E-9,1.1885690E-6,1.3776303E-6,1.2834964E-6,1.0873333E-6,1.3902044E-6,1.2410424E-6,902.93182E-9,1.0901167E-6,1.2698668E-6,1.0256242E-6,1.2038135E-6,1.3599156E-6,1.0917580E-6,1.2495679E-6,1.1094957E-6,1.4343476E-6,1.1707678E-6,1.2779104E-6,1.1291086E-6,983.62996E-9,1.1827602E-6,1.4319296E-6,1.2636170E-6,1.1502181E-6,1.3776750E-6,1.1778909E-6,951.73223E-9,1.1182113E-6,1.2786446E-6,1.0274458E-6,1.1963788E-6,1.3048475E-6,1.1654241E-6,1.2828421E-6,1.0881349E-6,1.4736097E-6,1.1589373E-6,1.2740563E-6,1.1047887E-6,974.69499E-9,1.2087612E-6,1.3656521E-6,1.2628010E-6,1.1749573E-6,1.3447595E-6,1.1753805E-6,933.28020E-9,1.1264027E-6,1.3377723E-6,998.35030E-9,1.1782059E-6,1.3183621E-6,1.1569154E-6,1.2312030E-6,1.1294803E-6,1.4847266E-6,1.1570170E-6,1.3388367E-6,1.1173822E-6,973.14944E-9,1.1971028E-6,1.3746496E-6,1.2447866E-6,1.1825350E-6,1.3576331E-6,1.2092702E-6,905.27410E-9,1.1366765E-6,1.2543640E-6,981.74520E-9,1.2067382E-6,1.3382783E-6,1.1488972E-6,1.3129529E-6,1.0684758E-6,1.4692498E-6,1.1803117E-6,1.2910110E-6,1.1298694E-6,978.08635E-9,1.1801389E-6,1.4020349E-6
730.00000E-3,1.5251820E-6,1.3729278E-6,1.7324661E-6,1.4824309E-6,1.1014995E-6,1.3267233E-6,1.5919166E-6,1.2422276E-6,1.4938265E-6,1.5865395E-6,1.4023987E-6,1.4804664E-6,1.2907626E-6,1.7787599E-6,1.3874870E-6,1.5552831E-6,1.3471259E-6,1.2104121E-6,1.4461672E-6,1.7066089E-6,1.5328513E-6,1.4327254E-6,1.6198057E-6,1.4526265E-6,1.1422744E-6,1.3720639E-6,1.5309379E-6,1.2467110E-6,1.4239381E-6,1.6267566E-6,1.3911171E-6,1.5075987E-6,1.3147149E-6,1.7551308E-6,1.4065478E-6,1.5831835E-6,1.3721293E-6,1.1844795E-6,1.4410999E-6,1.6700786E-6,1.5563685E-6,1.3184165E-6,1.6854874E-6,1.5045943E-6,1.0947641E-6,1.3216377E-6,1.5397025E-6,1.2432962E-6,1.4596933E-6,1.6488763E-6,1.3236975E-6,1.5150000E-6,1.3451019E-6,1.7395246E-6,1.4194346E-6,1.5492891E-6,1.3690900E-6,1.1924689E-6,1.4340314E-6,1.7359121E-6,1.5322697E-6,1.3946893E-6,1.6702692E-6,1.4279797E-6,1.1539706E-6,1.3557106E-6,1.5503413E-6,1.2455233E-6,1.4506669E-6,1.5820982E-6,1.4130480E-6,1.5553394E-6,1.3192145E-6,1.7871372E-6,1.4050935E-6,1.5446142E-6,1.3395840E-6,1.1816460E-6,1.4655783E-6,1.6555459E-6,1.5312790E-6,1.4247065E-6,1.6303443E-6,1.4249567E-6,1.1315993E-6,1.3656572E-6,1.6220461E-6,1.2102349E-6,1.4286485E-6,1.5984628E-6,1.4027426E-6,1.4927165E-6,1.3693555E-6,1.8006337E-6,1.4027427E-6,1.6231662E-6,1.3548882E-6,1.1797544E-6,1.4514266E-6,1.6664526E-6,1.5094259E-6,1.4338647E-6,1.6459973E-6,1.4660426E-6,1.0976103E-6,1.3781338E-6,1.5208970E-6,1.1901091E-6,1.4632459E-6,1.6226421E-6,1.3929896E-6,1.5918757E-6,1.2953628E-6,1.7818599E-6,1.4310096E-6,1.5651633E-6,1.3700310E-6,1.1857446E-6,1.4308660E-6,1.6996665E-6
735.00000E-3,1.8492954E-6,1.6645735E-6,2.1001221E-6,1.7969836E-6,1.3354322E-6,1.6083306E-6,1.9299908E-6,1.5056781E-6,1.8112044E-6,1.9234134E-6,1.7002073E-6,1.7946423E-6,1.5646424E-6,2.1570290E-6,1.6819696E-6,1.8852639E-6,1.6333094E-6,1.4672428E-6,1.7531660E-6,2.0685547E-6,1.8585697E-6,1.7370960E-6,1.9635419E-6,1.7608457E-6,1.3848835E-6,1.6633102E-6,1.8560150E-6,1.5110877E-6,1.7264485E-6,1.9721913E-6,1.6864770E-6,1.8275999E-6,1.5936863E-6,2.1283217E-6,1.7050699E-6,1.9191185E-6,1.6635930E-6,1.4357873E-6,1.7470830E-6,2.0242830E-6,1.8870639E-6,1.5984554E-6,2.0431994E-6,1.8238627E-6,1.3272381E-6,1.6021351E-6,1.8666549E-6,1.5069546E-6,1.7697826E-6,1.9989850E-6,1.6047339E-6,1.8365771E-6,1.6305311E-6,2.1094586E-6,1.7206991E-6,1.8780323E-6,1.6599146E-6,1.4454726E-6,1.7384762E-6,2.1040816E-6,1.8578578E-6,1.6909530E-6,2.0247126E-6,1.7309236E-6,1.3990635E-6,1.6434517E-6,1.8795453E-6,1.5096811E-6,1.7588230E-6,1.9180218E-6,1.7130926E-6,1.8854700E-6,1.5991676E-6,2.1671873E-6,1.7033194E-6,1.8723625E-6,1.6241195E-6,1.4323685E-6,1.7767491E-6,2.0066514E-6,1.8566557E-6,1.7273726E-6,1.9762931E-6,1.7272907E-6,1.3719475E-6,1.6555314E-6,1.9664883E-6,1.4668892E-6,1.7321559E-6,1.9378286E-6,1.7006178E-6,1.8095418E-6,1.6599660E-6,2.1835745E-6,1.7004376E-6,1.9675964E-6,1.6427235E-6,1.4300500E-6,1.7595713E-6,2.0198699E-6,1.8301486E-6,1.7384311E-6,1.9953324E-6,1.7770887E-6,1.3306981E-6,1.6706848E-6,1.8438466E-6,1.4425034E-6,1.7740993E-6,1.9671852E-6,1.6887495E-6,1.9298018E-6,1.5702325E-6,2.1608042E-6,1.7347364E-6,1.8972621E-6,1.6610833E-6,1.4373177E-6,1.7346589E-6,2.0601468E-6
740.00000E-3,2.2420096E-6,2.0179150E-6,2.5453329E-6,2.1778977E-6,1.6188651E-6,1.9494130E-6,2.3395092E-6,1.8246782E-6,2.1957276E-6,2.3314515E-6,2.0609657E-6,2.1751189E-6,1.8963264E-6,2.6154535E-6,2.0386271E-6,2.2848373E-6,1.9800456E-6,1.7782918E-6,2.1250026E-6,2.5067505E-6,2.2532160E-6,2.1058559E-6,2.3797943E-6,2.1340897E-6,1.6788293E-6,2.0160675E-6,2.2497751E-6,1.8311972E-6,2.0929594E-6,2.3906034E-6,2.0442460E-6,2.2151588E-6,1.9315374E-6,2.5805699E-6,2.0666142E-6,2.3259144E-6,2.0167085E-6,1.7401420E-6,2.1177182E-6,2.4531133E-6,2.2877267E-6,1.9377285E-6,2.4763838E-6,2.2104883E-6,1.6088905E-6,1.9418586E-6,2.2626902E-6,1.8261963E-6,2.1454613E-6,2.4230436E-6,1.9451564E-6,2.2260436E-6,1.9762015E-6,2.5577889E-6,2.0855647E-6,2.2761217E-6,2.0122576E-6,1.7518794E-6,2.1072298E-6,2.5498109E-6,2.2523418E-6,2.0498827E-6,2.4539225E-6,2.0977592E-6,1.6960153E-6,1.9919490E-6,2.2783030E-6,1.8295397E-6,2.1321535E-6,2.3249043E-6,2.0765447E-6,2.2852864E-6,1.9382179E-6,2.6277675E-6,2.0645092E-6,2.2692462E-6,1.9688374E-6,1.7360210E-6,2.1536583E-6,2.4317219E-6,2.2508845E-6,2.0940683E-6,2.3952127E-6,2.0934049E-6,1.6631588E-6,2.0066223E-6,2.3837024E-6,1.7776599E-6,2.0998723E-6,2.3488650E-6,2.0614538E-6,2.1932483E-6,2.0119252E-6,2.6476678E-6,2.0609717E-6,2.3846799E-6,1.9914610E-6,1.7331753E-6,2.1328088E-6,2.4477395E-6,2.2187366E-6,2.1074068E-6,2.4183808E-6,2.1537452E-6,1.6130992E-6,2.0250291E-6,2.2350333E-6,1.7481229E-6,2.1507091E-6,2.3845098E-6,2.0470038E-6,2.3390758E-6,1.9031212E-6,2.6200541E-6,2.1025869E-6,2.2994090E-6,2.0137165E-6,1.7419922E-6,2.1026344E-6,2.4965722E-6
745.00000E-3,2.7176936E-6,2.4458617E-6,3.0842198E-6,2.6389747E-6,1.9621658E-6,2.3623710E-6,2.8353842E-6,2.2107700E-6,2.6614473E-6,2.8254957E-6,2.4978225E-6,2.6356936E-6,2.2978499E-6,3.1708622E-6,2.4704133E-6,2.7684652E-6,2.4000109E-6,2.1548542E-6,2.5751944E-6,3.0370007E-6,2.7312219E-6,2.5524785E-6,2.8836417E-6,2.5858822E-6,2.0348635E-6,2.4431606E-6,2.7265485E-6,2.2186138E-6,2.5368645E-6,2.8972150E-6,2.4774494E-6,2.6843468E-6,2.3405272E-6,3.1284634E-6,2.5043084E-6,2.8183020E-6,2.4443732E-6,2.1085930E-6,2.5664971E-6,2.9720411E-6,2.7729988E-6,2.3486273E-6,3.0007356E-6,2.6784784E-6,1.9500148E-6,2.3531495E-6,2.7422223E-6,2.2125645E-6,2.6004478E-6,2.9364683E-6,2.3573611E-6,2.6975379E-6,2.3946535E-6,3.1009772E-6,2.5272783E-6,2.7579729E-6,2.4389886E-6,2.1228109E-6,2.5537028E-6,3.0891742E-6,2.7301440E-6,2.4845864E-6,2.9734396E-6,2.5417643E-6,2.0556846E-6,2.4138623E-6,2.7611243E-6,2.2166723E-6,2.5842871E-6,2.8175414E-6,2.5166400E-6,2.7692963E-6,2.3486735E-6,3.1857826E-6,2.5017794E-6,2.7496367E-6,2.3863255E-6,2.1036311E-6,2.6100183E-6,2.9460875E-6,2.7283800E-6,2.5381920E-6,2.9022705E-6,2.5365633E-6,2.0158882E-6,2.4316910E-6,2.8888694E-6,2.1537915E-6,2.5452341E-6,2.8465101E-6,2.4984001E-6,2.6577642E-6,2.4380114E-6,3.2099546E-6,2.4974306E-6,2.8895196E-6,2.4138505E-6,2.1001325E-6,2.5847155E-6,2.9654933E-6,2.6893972E-6,2.5542591E-6,2.9304770E-6,2.6096521E-6,1.9551384E-6,2.4540534E-6,2.7086957E-6,2.1180304E-6,2.6068321E-6,2.8897932E-6,2.4807959E-6,2.8345604E-6,2.3061111E-6,3.1764732E-6,2.5479190E-6,2.7861645E-6,2.4408209E-6,2.1108278E-6,2.5481832E-6,3.0246860E-6
