VCE ,leafValue( B1_DP1 "mcparamset" 1 ),leafValue( B1_DP1 "mcparamset" 2 ),leafValue( B1_DP1 "mcparamset" 3 ),leafValue( B1_DP1 "mcparamset" 4 ),leafValue( B1_DP1 "mcparamset" 5 ),leafValue( B1_DP1 "mcparamset" 6 ),leafValue( B1_DP1 "mcparamset" 7 ),leafValue( B1_DP1 "mcparamset" 8 ),leafValue( B1_DP1 "mcparamset" 9 ),leafValue( B1_DP1 "mcparamset" 10 ),leafValue( B1_DP1 "mcparamset" 11 ),leafValue( B1_DP1 "mcparamset" 12 ),leafValue( B1_DP1 "mcparamset" 13 ),leafValue( B1_DP1 "mcparamset" 14 ),leafValue( B1_DP1 "mcparamset" 15 ),leafValue( B1_DP1 "mcparamset" 16 ),leafValue( B1_DP1 "mcparamset" 17 ),leafValue( B1_DP1 "mcparamset" 18 ),leafValue( B1_DP1 "mcparamset" 19 ),leafValue( B1_DP1 "mcparamset" 20 ),leafValue( B2_DP1 "mcparamset" 1 ),leafValue( B2_DP1 "mcparamset" 2 ),leafValue( B2_DP1 "mcparamset" 3 ),leafValue( B2_DP1 "mcparamset" 4 ),leafValue( B2_DP1 "mcparamset" 5 ),leafValue( B2_DP1 "mcparamset" 6 ),leafValue( B2_DP1 "mcparamset" 7 ),leafValue( B2_DP1 "mcparamset" 8 ),leafValue( B2_DP1 "mcparamset" 9 ),leafValue( B2_DP1 "mcparamset" 10 ),leafValue( B2_DP1 "mcparamset" 11 ),leafValue( B2_DP1 "mcparamset" 12 ),leafValue( B2_DP1 "mcparamset" 13 ),leafValue( B2_DP1 "mcparamset" 14 ),leafValue( B2_DP1 "mcparamset" 15 ),leafValue( B2_DP1 "mcparamset" 16 ),leafValue( B2_DP1 "mcparamset" 17 ),leafValue( B2_DP1 "mcparamset" 18 ),leafValue( B2_DP1 "mcparamset" 19 ),leafValue( B2_DP1 "mcparamset" 20 ),leafValue( B1_DP2 "mcparamset" 1 ),leafValue( B1_DP2 "mcparamset" 2 ),leafValue( B1_DP2 "mcparamset" 3 ),leafValue( B1_DP2 "mcparamset" 4 ),leafValue( B1_DP2 "mcparamset" 5 ),leafValue( B1_DP2 "mcparamset" 6 ),leafValue( B1_DP2 "mcparamset" 7 ),leafValue( B1_DP2 "mcparamset" 8 ),leafValue( B1_DP2 "mcparamset" 9 ),leafValue( B1_DP2 "mcparamset" 10 ),leafValue( B1_DP2 "mcparamset" 11 ),leafValue( B1_DP2 "mcparamset" 12 ),leafValue( B1_DP2 "mcparamset" 13 ),leafValue( B1_DP2 "mcparamset" 14 ),leafValue( B1_DP2 "mcparamset" 15 ),leafValue( B1_DP2 "mcparamset" 16 ),leafValue( B1_DP2 "mcparamset" 17 ),leafValue( B1_DP2 "mcparamset" 18 ),leafValue( B1_DP2 "mcparamset" 19 ),leafValue( B1_DP2 "mcparamset" 20 ),leafValue( B2_DP2 "mcparamset" 1 ),leafValue( B2_DP2 "mcparamset" 2 ),leafValue( B2_DP2 "mcparamset" 3 ),leafValue( B2_DP2 "mcparamset" 4 ),leafValue( B2_DP2 "mcparamset" 5 ),leafValue( B2_DP2 "mcparamset" 6 ),leafValue( B2_DP2 "mcparamset" 7 ),leafValue( B2_DP2 "mcparamset" 8 ),leafValue( B2_DP2 "mcparamset" 9 ),leafValue( B2_DP2 "mcparamset" 10 ),leafValue( B2_DP2 "mcparamset" 11 ),leafValue( B2_DP2 "mcparamset" 12 ),leafValue( B2_DP2 "mcparamset" 13 ),leafValue( B2_DP2 "mcparamset" 14 ),leafValue( B2_DP2 "mcparamset" 15 ),leafValue( B2_DP2 "mcparamset" 16 ),leafValue( B2_DP2 "mcparamset" 17 ),leafValue( B2_DP2 "mcparamset" 18 ),leafValue( B2_DP2 "mcparamset" 19 ),leafValue( B2_DP2 "mcparamset" 20 ),leafValue( B1_DP3 "mcparamset" 1 ),leafValue( B1_DP3 "mcparamset" 2 ),leafValue( B1_DP3 "mcparamset" 3 ),leafValue( B1_DP3 "mcparamset" 4 ),leafValue( B1_DP3 "mcparamset" 5 ),leafValue( B1_DP3 "mcparamset" 6 ),leafValue( B1_DP3 "mcparamset" 7 ),leafValue( B1_DP3 "mcparamset" 8 ),leafValue( B1_DP3 "mcparamset" 9 ),leafValue( B1_DP3 "mcparamset" 10 ),leafValue( B1_DP3 "mcparamset" 11 ),leafValue( B1_DP3 "mcparamset" 12 ),leafValue( B1_DP3 "mcparamset" 13 ),leafValue( B1_DP3 "mcparamset" 14 ),leafValue( B1_DP3 "mcparamset" 15 ),leafValue( B1_DP3 "mcparamset" 16 ),leafValue( B1_DP3 "mcparamset" 17 ),leafValue( B1_DP3 "mcparamset" 18 ),leafValue( B1_DP3 "mcparamset" 19 ),leafValue( B1_DP3 "mcparamset" 20 ),leafValue( B2_DP3 "mcparamset" 1 ),leafValue( B2_DP3 "mcparamset" 2 ),leafValue( B2_DP3 "mcparamset" 3 ),leafValue( B2_DP3 "mcparamset" 4 ),leafValue( B2_DP3 "mcparamset" 5 ),leafValue( B2_DP3 "mcparamset" 6 ),leafValue( B2_DP3 "mcparamset" 7 ),leafValue( B2_DP3 "mcparamset" 8 ),leafValue( B2_DP3 "mcparamset" 9 ),leafValue( B2_DP3 "mcparamset" 10 ),leafValue( B2_DP3 "mcparamset" 11 ),leafValue( B2_DP3 "mcparamset" 12 ),leafValue( B2_DP3 "mcparamset" 13 ),leafValue( B2_DP3 "mcparamset" 14 ),leafValue( B2_DP3 "mcparamset" 15 ),leafValue( B2_DP3 "mcparamset" 16 ),leafValue( B2_DP3 "mcparamset" 17 ),leafValue( B2_DP3 "mcparamset" 18 ),leafValue( B2_DP3 "mcparamset" 19 ),leafValue( B2_DP3 "mcparamset" 20 )
895.00000E-3,27.091506,25.984374,25.437186,25.619485,26.466457,27.771819,25.141947,27.454319,26.643224,26.605314,24.760829,24.635548,27.268021,24.094785,26.129760,25.117250,25.401557,28.265151,25.729986,27.182790,27.162137,25.760219,25.701186,25.633729,26.316512,27.701140,25.549863,27.585589,26.901608,26.210096,24.827280,24.350357,27.377018,24.200147,26.129497,24.888746,25.496527,28.436359,25.548751,27.294196,22.342291,21.846031,21.850983,21.068584,22.243611,23.574383,21.037984,22.832390,21.988786,21.725507,21.238890,20.341368,22.553234,20.737334,21.729355,20.915270,21.379923,24.051978,21.465673,22.479329,22.232412,21.528446,21.725109,21.046916,21.968182,23.255584,21.031170,22.712426,21.827750,21.674757,20.919326,20.215027,22.557016,20.498143,21.696820,20.746274,21.477188,23.757477,21.292982,22.532068,27.155479,25.785840,25.685479,25.669158,26.343139,27.737085,25.158480,27.568902,27.014395,26.461732,24.694806,24.484380,26.952836,24.020542,26.296513,25.006182,25.378592,28.302804,25.659536,27.238965,27.421041,25.898615,25.492487,25.595093,26.605107,27.714016,25.333692,27.576573,26.983662,26.299150,24.774362,24.190408,27.259859,23.940989,26.054321,25.129154,25.281481,28.522485,25.796212,27.079021
900.00000E-3,22.866493,21.960125,21.596233,21.738362,22.321216,23.471740,21.297659,23.255370,22.509451,22.523403,20.969489,20.903926,23.068502,20.382629,22.130829,21.314994,21.479884,23.872694,21.798758,23.076128,22.930836,21.779191,21.805812,21.748084,22.201155,23.416853,21.635412,23.368852,22.716074,22.197774,21.031462,20.661841,23.159233,20.475038,22.134143,21.124205,21.566660,24.013947,21.638523,23.163979,19.104013,18.680745,18.729696,18.099169,18.993840,20.149247,18.032802,19.570835,18.818401,18.625822,18.185127,17.467106,19.310758,17.723192,18.627754,17.958423,18.294651,20.535212,18.398828,19.301909,19.012708,18.423590,18.630588,18.088028,18.767742,19.888639,18.032375,19.471143,18.690050,18.583498,17.923901,17.367975,19.313346,17.531786,18.602952,17.820192,18.380099,20.291461,18.256915,19.347546,22.926166,21.799057,21.797190,21.777356,22.219610,23.448285,21.318354,23.347907,22.810201,22.412530,20.916267,20.773079,22.809136,20.320068,22.274078,21.223528,21.460791,23.905663,21.736543,23.120150,23.144248,21.901683,21.630334,21.720428,22.438322,23.425909,21.455441,23.350121,22.789588,22.273966,20.987902,20.531171,23.060291,20.253575,22.073079,21.322918,21.383148,24.086005,21.845167,22.988161
905.00000E-3,19.409196,18.656994,18.426385,18.537961,18.925199,19.948297,18.130856,19.805349,19.121062,19.169517,17.845249,17.822007,19.620831,17.327683,18.840360,18.175695,18.257318,20.276472,18.562170,19.693897,19.467806,18.509670,18.593794,18.544186,18.828238,19.905558,18.413183,19.904222,19.287777,18.898442,17.902658,17.614817,19.697331,17.409055,18.846162,18.014968,18.336689,20.394253,18.419803,19.763639,16.424403,16.056778,16.133319,15.624852,16.302445,17.316238,15.532470,16.863506,16.191766,16.050512,15.645703,15.069343,16.620273,15.221704,16.049098,15.493619,15.733255,17.629325,15.848806,16.659433,16.348465,15.847499,16.055219,15.621674,16.115910,17.101737,15.537380,16.780603,16.089283,16.015319,15.431073,14.992018,16.622735,15.067953,16.030886,15.380143,15.809533,17.425982,15.731854,16.699743,19.464635,18.525105,18.590175,18.568459,18.840745,19.933166,18.154067,19.880773,19.367277,19.083216,17.801897,17.707959,19.405483,17.274536,18.964515,18.099978,18.241299,20.305303,18.507017,19.728438,19.645748,18.618586,18.444863,18.524624,19.025045,19.911969,18.261707,19.879185,19.354075,18.964174,17.866432,17.507355,19.612809,17.218237,18.796127,18.180837,18.178653,20.455218,18.594130,19.618513
910.00000E-3,16.556350,15.924359,15.791320,15.879513,16.120773,17.037172,15.502886,16.948034,16.321086,16.392134,15.251997,15.258696,16.767737,14.795083,16.112320,15.565187,15.588868,17.307208,15.877518,16.886754,16.609767,15.803521,15.925674,15.883020,16.041900,17.003892,15.740837,17.034753,16.456610,16.164428,15.304943,15.080099,16.832975,14.866988,16.119832,15.428723,15.661546,17.406330,15.750489,16.942405,14.189144,13.864657,13.957907,13.548250,14.056093,14.953922,13.437002,14.598863,13.998305,13.894721,13.518621,13.055098,14.370627,13.130302,13.889326,13.424321,13.590799,15.208382,13.712880,14.445366,14.125966,13.693701,13.896422,13.551083,13.901586,14.776352,13.446310,14.529923,13.916474,13.865538,13.341560,12.995355,14.373546,13.006509,13.876678,13.330917,13.659777,15.037570,13.616315,14.481567,16.607734,15.815499,15.925583,15.903205,16.050048,17.028236,15.527470,17.009995,16.524466,16.324527,15.216362,15.158692,16.587559,14.749612,16.220752,15.502243,15.575321,17.332402,15.828463,16.913824,16.759628,15.900749,15.798236,15.869472,16.206583,17.008466,15.612123,17.005778,16.516728,16.221546,15.274545,14.991237,16.760040,14.701403,16.078532,15.568384,15.524377,17.458408,15.898861,16.821539
915.00000E-3,14.185102,13.648217,13.586850,13.657103,13.788946,14.614508,13.308071,14.565097,13.991015,14.076379,13.085916,13.113628,14.390220,12.682142,13.835666,13.380834,13.364542,14.837528,13.636168,14.541080,14.233821,13.548494,13.695037,13.658494,13.724399,14.588662,13.510056,14.641583,14.101867,13.883597,13.134598,12.958725,14.446407,12.745877,13.844319,13.264178,13.431151,14.921623,13.522424,14.585654,12.311060,12.020612,12.123360,11.794152,12.168194,12.969773,11.669359,12.691393,12.153522,12.077880,11.725354,11.352399,12.476626,11.370239,12.068378,11.675916,11.786742,13.176607,11.911991,12.577718,12.258501,11.880599,12.075091,11.801486,12.039818,12.822063,11.682232,12.634100,12.088294,12.053745,11.578824,11.306890,12.480282,11.270469,12.060380,11.598892,11.849748,13.032244,11.832172,12.610649,14.232658,13.557747,13.697419,13.675318,13.729341,14.610199,13.333223,14.616342,14.160318,14.023155,13.056397,13.025485,14.238470,12.642996,13.930980,13.328330,13.353002,14.859534,13.592420,14.562217,14.361140,13.635575,13.585215,13.649437,13.863188,14.591961,13.399779,14.610338,14.156623,13.933536,13.108890,12.884911,14.382919,12.601311,13.810019,13.382673,13.311297,14.966475,13.649671,14.484198
920.00000E-3,12.201754,11.741169,11.732421,11.788926,11.838698,12.585698,11.464900,12.565768,12.040198,12.134066,11.266871,11.309076,12.397072,10.909721,11.924914,11.543216,11.499838,12.770287,11.754413,12.569384,12.246219,11.658454,11.819724,11.788678,11.785607,12.565736,11.637409,12.633537,12.131334,11.969739,11.311535,11.174011,12.445880,10.966358,11.934289,11.442899,11.560921,12.842139,11.652274,12.605174,10.722895,10.459823,10.567314,10.303881,10.571834,11.292462,10.169575,11.074808,10.592118,10.537419,10.204814,9.9049908,10.872255,9.8804059,10.524009,10.190165,10.258599,11.460287,10.384658,10.992723,10.679187,10.344972,10.529598,10.314533,10.464911,11.169086,10.185271,11.027248,10.540306,10.517506,10.083256,9.8710271,10.876730,9.8000214,10.519851,10.126571,10.316577,11.337615,10.318652,11.022964,12.245724,11.665537,11.823812,11.802725,11.788192,12.584841,11.490044,12.608392,12.182083,12.092018,11.242258,11.231049,12.268537,10.875833,12.009150,11.499296,11.489947,12.789504,11.715315,12.585783,12.355208,11.736650,11.724501,11.782982,11.903283,12.568153,11.542262,12.601220,12.181370,12.013630,11.289647,11.112469,12.390199,10.839494,11.905657,11.544111,11.455608,12.881034,11.762115,12.519421
925.00000E-3,10.533957,10.135410,10.165075,10.211099,10.199538,10.877590,9.9097909,10.879591,10.398455,10.496703,9.7323080,9.7841926,10.717557,9.4161280,10.313503,9.9902058,9.9290744,11.030477,10.167016,10.903543,10.574559,10.066515,10.235599,10.209592,10.155683,10.862310,10.057898,10.939856,10.473696,10.355812,9.7732176,9.6658987,10.760263,9.4665660,10.323283,9.9034968,9.9850987,11.092248,10.075098,10.932320,9.3722205,9.1316293,9.2407563,9.0312473,9.2147750,9.8664169,8.8905346,9.6972203,9.2631104,9.2242776,8.9090299,8.6685174,9.5058483,8.6129218,9.2073597,8.9212050,8.9574155,10.002077,9.0826107,9.6403300,9.3358896,9.0373514,9.2114840,9.0442817,9.1255504,9.7630048,8.9083909,9.6577938,9.2221733,9.2078766,8.8079969,8.6439111,9.5111044,8.5482500,9.2063273,8.8686596,9.0110377,9.8973284,9.0280267,9.6682803,10.574576,10.071859,10.240833,10.221341,10.156545,10.879292,9.9345139,10.915220,10.518053,10.463417,9.7116771,9.7148720,10.608153,9.3866496,10.388275,9.9533786,9.9205473,11.047259,10.132022,10.916147,10.668467,10.136871,10.152602,10.206410,10.255968,10.864120,9.9753222,10.907335,10.519523,10.394557,9.7544741,9.6144288,10.711118,9.3547592,10.299279,9.9904528,9.8921358,11.126167,10.170431,10.859398
930.00000E-3,9.1251877,8.7777350,8.8350918,8.8731999,8.8162223,9.4329763,8.5926113,9.4512746,9.0108206,9.1105031,8.4328615,8.4908417,9.2961965,8.1527375,8.9490281,8.6726995,8.6006149,9.5595083,8.8225769,9.4899531,9.1622684,8.7201537,8.8920673,8.8707406,8.7798637,9.4214270,8.7203319,9.5050152,9.0731507,8.9891058,8.4702791,8.3868480,9.3337882,8.1977320,8.9589713,8.5974208,8.6519850,9.6128978,8.7397289,9.5130984,8.2177810,7.9960700,8.1048327,7.9395597,8.0558469,8.6479380,7.7949059,8.5176129,8.1263303,8.0996511,7.8000022,7.6077078,8.3366063,7.5299236,8.0797476,7.8325883,7.8444918,8.7569361,7.9676261,8.4808488,8.1875919,7.9186805,8.0823072,7.9542145,7.9812727,8.5609879,7.8143274,8.4849831,8.0942186,8.0861527,7.7159018,7.5906543,8.3425341,7.4780235,8.0812066,7.7891496,7.8942365,8.6670991,7.9224975,8.5067723,9.1626786,8.7240967,8.8980307,8.8805843,8.7794823,9.4365456,8.6166126,9.4811820,9.1121413,9.0841375,8.4154958,8.4290763,9.2026807,8.1269842,9.0156304,8.6417512,8.5932260,9.5741680,8.7912272,9.4995151,9.2436347,8.7835396,8.8194041,8.8694285,8.8656956,9.4228249,8.6483198,9.4729259,9.1151794,9.0234311,8.4541497,8.3436894,9.2901827,8.0988496,8.9387787,8.6725071,8.5696198,9.6426115,8.8228422,9.4507587
935.00000E-3,7.9307804,7.6259200,7.7028039,7.7350116,7.6449524,8.2066090,7.4734030,8.2369579,7.8337624,7.9327683,7.3291470,7.3905461,8.0889973,7.0807967,7.7897832,7.5514825,7.4734091,8.3110981,7.6801593,8.2860060,7.9646420,7.5776588,7.7488003,7.7318502,7.6147119,8.1980353,7.5839561,8.2849804,7.8855422,7.8277279,7.3633277,7.2988381,8.1222496,7.1209898,7.7997064,7.4858800,7.5204802,8.3574631,7.6054103,8.3046111,7.2268117,7.0213312,7.1284576,6.9994682,7.0623043,7.6022887,6.8528219,7.5033299,7.1498249,7.1325510,6.8473394,6.6942937,7.3320025,6.6012047,7.1102525,6.8951674,6.8889545,7.6891224,7.0091409,7.4826499,7.2017217,6.9578388,7.1113182,7.0151400,6.9998813,7.5289791,6.8732872,7.4763632,7.1248677,7.1214418,6.7772357,6.6833010,7.3384514,6.5596992,7.1136484,6.8592396,6.9351599,7.6117599,6.9718338,7.5067351,7.9653511,7.5804700,7.7551844,7.7401152,7.6134503,8.2115090,7.4964682,8.2621539,7.9199751,7.9119028,7.3144836,7.3353829,8.0087675,7.0582112,7.8492686,7.5254203,7.4669770,8.3239122,7.6520605,8.2931295,8.0354756,7.6348115,7.6849461,7.7319178,7.6884378,8.1991575,7.5209127,8.2537832,7.9241081,7.8582249,7.3493906,7.2625644,8.0833909,7.0332889,7.7826693,7.5509980,7.4472916,8.3835818,7.6781353,8.2510708
940.00000E-3,6.9150393,6.6460864,6.7362111,6.7641008,6.6505948,7.1623130,6.5199788,7.2014370,6.8324157,6.9292403,6.3894040,6.4521996,7.0606857,6.1690740,6.8022179,6.5948820,6.5144581,7.2482781,6.7068083,7.2574442,6.9459509,6.6055413,6.7732907,6.7604416,6.6253693,7.1561044,6.6159742,7.2444048,6.8755323,6.8380280,6.4205890,6.3711200,7.0902143,6.2050168,6.8119771,6.5375212,6.5575510,7.2887065,6.6393305,7.2723827,6.3730733,6.1818802,6.2865864,6.1872785,6.2078405,6.7017192,6.0402533,6.6281153,6.3080017,6.2980891,6.0265730,5.9054381,6.4659304,5.8024298,6.2740026,6.0853963,6.0659704,6.7700834,6.1825672,6.6202265,6.3522018,6.1298334,6.2737185,6.2034722,6.1555067,6.6397391,6.0612921,6.6058497,6.2888263,6.2889228,5.9680539,5.8992533,6.4727327,5.7693730,6.2788477,6.0556595,6.1088831,6.7032125,6.1517221,6.6425989,6.9468851,6.6074362,6.7798635,6.7673948,6.6235046,7.1681174,6.5419573,7.2227351,6.9060561,6.9127645,6.3769954,6.4028450,6.9916309,6.1491982,6.8554503,6.5728816,6.5088371,7.2594851,6.6816243,7.2626265,7.0078628,6.6570950,6.7169996,6.7615062,6.6888898,7.1570450,6.5606127,7.2144423,6.9109173,6.8651872,6.4085052,6.3405675,7.0554682,6.1270540,6.7975667,6.5942158,6.4923669,7.3117271,6.7031538,7.2262047
945.00000E-3,6.0491122,5.8107208,5.9092697,5.9340652,5.8046431,6.2708166,5.7060974,6.3162231,5.9785292,6.0721041,5.5877062,5.6504250,6.1826717,5.3921224,5.9590312,5.7770936,5.6969214,6.3411775,5.8756860,6.3765184,6.0773108,5.7765881,5.9391021,5.9300737,5.7835427,6.2664815,5.7896872,6.3547046,6.0145070,5.9926583,5.6161333,5.5785840,6.2089751,5.4242920,5.9685244,5.7267952,5.7363202,6.3765613,5.8147543,6.3884898,5.6353593,5.4570174,5.5588196,5.4837017,5.4711536,5.9237590,5.3376278,5.8706813,5.5801383,5.5760379,5.3177683,5.2225160,5.7172004,5.1138235,5.5507610,5.3841096,5.3553641,5.9767342,5.4678908,5.8728804,5.6179612,5.4143944,5.5493164,5.5000190,5.4271965,5.8712117,5.3588326,5.8523003,5.5656107,5.5684391,5.2688356,5.2200907,5.7241871,5.0876255,5.5566343,5.3594666,5.3951674,5.9187255,5.4423673,5.8936288,6.0784116,5.7777465,5.9456926,5.9359421,5.7812887,6.2771949,5.7268938,6.3342796,6.0416519,6.0591480,5.5771876,5.6062002,6.1230600,5.3745768,6.0067430,5.7584773,5.6919882,6.3509904,5.8531151,6.3801587,6.1316124,5.8230871,5.8893436,5.9318456,5.8384120,6.2673089,5.7409515,6.3262057,6.0469540,6.0168903,5.6056226,5.5527932,6.1778183,5.3548549,5.9563098,5.7763198,5.6781675,6.3968887,5.8708999,6.3485155
950.00000E-3,5.3094144,5.0972708,5.2005275,5.2231633,5.0836992,5.5082242,5.0101924,5.5579489,5.2489846,5.3385907,4.9027193,4.9642648,5.4315417,4.7289570,5.2378088,5.0768277,4.9987555,5.5654197,5.1647488,5.6204487,5.3351212,5.0684812,5.2244700,5.2189730,5.0659998,5.5053621,5.0831582,5.5924311,5.2790635,5.2692081,4.9286067,4.9004886,5.4550289,4.7577753,5.2469562,5.0326075,5.0347347,5.5964923,5.1097252,5.6300195,4.9963617,4.8297975,4.9284014,4.8728944,4.8347740,5.2500844,4.7288784,5.2136122,4.9493151,4.9498343,4.7045405,4.6301999,5.0684712,4.5191307,4.9239275,4.7755585,4.7405811,5.2902580,4.8486857,5.2236604,4.9818084,4.7949214,4.9215234,4.8890178,4.7977667,5.2054018,4.7499013,5.1984232,4.9384960,4.9434879,4.6635345,4.6306566,5.0754843,4.4984801,4.9304706,4.7550959,4.7774232,5.2397636,4.8275287,5.2428526,5.3363402,5.0690474,5.2309527,5.2239433,5.0635109,5.5149162,5.0297513,5.5733015,5.3032647,5.3284595,4.8937946,4.9245881,5.3799393,4.7134220,5.2806198,5.0610306,4.9944103,5.5740250,5.1445280,5.6228746,5.3828918,5.1104186,5.1803821,5.2212266,5.1135109,5.5061193,5.0401708,5.5655479,5.3087906,5.2908615,4.9194408,4.8786670,5.4270292,4.6958299,5.2365805,5.0760001,4.9827792,5.6144650,5.1592163,5.5952976
955.00000E-3,4.6764723,4.4870240,4.5921575,4.6133278,4.4683804,4.8547769,4.4143106,4.9072848,4.6246452,4.7098201,4.3166604,4.3762591,4.7879057,4.1621505,4.6199305,4.4763670,4.4016485,4.9008697,4.5556693,4.9703832,4.6998908,4.4626958,4.6113183,4.6090446,4.4534911,4.8530628,4.4781515,4.9381946,4.6498416,4.6490777,4.3402189,4.3195422,4.8089195,4.1879876,4.6286779,4.4373959,4.4344675,4.9282421,4.5059790,4.9780134,4.4418150,4.2862014,4.3814261,4.3417142,4.2842350,4.6655931,4.2006721,4.6425193,4.4015742,4.4057761,4.1732742,4.1157437,4.5054025,4.0048463,4.3797427,4.2466710,4.2078944,4.6951518,4.3113294,4.6585551,4.4295787,4.2576786,4.3765726,4.3573968,4.2529874,4.6274737,4.2212253,4.6299370,4.3936861,4.4004205,4.1388143,4.1183532,4.5123026,3.9886629,4.3866573,4.2296289,4.2419074,4.6510503,4.2937404,4.6762497,4.7011912,4.4627902,4.6176034,4.6132724,4.4508887,4.8615821,4.4326128,4.9203761,4.6714671,4.7019588,4.3090831,4.3406226,4.7431167,4.1483574,4.6583803,4.4629196,4.3978086,4.9084300,4.5375596,4.9718620,4.7420301,4.5005121,4.5721702,4.6116076,4.4947224,4.8537790,4.4401697,4.9130114,4.6770506,4.6684532,4.3322058,4.3010315,4.7837109,4.1326416,4.6198454,4.4755233,4.3879913,4.9441482,4.5496824,4.9477572
960.00000E-3,4.1340444,3.9643291,4.0692136,4.0894168,3.9424715,4.2940022,3.9034012,4.3480888,4.0895331,4.1700202,3.8146062,3.8717357,4.2355683,3.6770612,4.0898114,3.9608350,3.8902662,4.3307482,4.0330997,4.4105731,4.1553658,3.9437302,4.0844985,4.0851232,3.9299074,4.2931730,3.9593881,4.3758054,4.1106835,4.1167169,3.8360368,3.8212084,4.2544008,3.7002486,4.0981243,3.9264086,3.9201746,4.3549338,3.9882195,4.4166368,3.9598354,3.8145027,3.9062350,3.8791485,3.8074186,4.1577070,3.7418255,4.1453934,3.9252777,3.9324106,3.7125320,3.6684345,4.0160111,3.5596280,3.9066832,3.7864821,3.7457971,4.1785059,3.8444052,4.1658700,3.9494764,3.7911750,3.9029217,3.8942055,3.7809390,4.1250681,3.7616808,4.1349268,3.9196803,3.9278318,3.6834707,3.6725972,4.0226827,3.5470244,3.9137275,3.7722300,3.7771102,4.1398590,3.8297195,4.1821248,4.1567176,3.9434526,4.0905246,4.0887374,3.9272784,4.3007692,3.9204566,4.3592849,4.1300469,4.1639820,3.8081696,3.8396912,4.1965879,3.6647809,4.1243753,3.9493472,3.8868612,4.3374051,4.0168832,4.4113214,4.1926336,3.9778283,4.0496644,4.0878649,3.9657701,4.2938664,3.9257753,4.3523515,4.1355654,4.1340768,3.8290144,3.8054609,4.2316686,3.6507228,4.0905886,3.9600016,3.8785496,4.3690221,4.0268784,4.3901899
965.00000E-3,3.6684847,3.5159982,3.6190749,3.6386531,3.4923243,3.8120527,3.4647553,3.8667763,3.6302080,3.7059114,3.3839461,3.4382825,3.7608959,3.2613321,3.6343132,3.5176528,3.4516781,3.8409527,3.5840950,3.9277581,3.6878898,3.4985188,3.6312242,3.6344113,3.4816872,3.8118967,3.5139728,3.8916405,3.6480027,3.6590251,3.4034400,3.3931867,3.7777999,3.2821668,3.6421735,3.4871684,3.4789178,3.8623866,3.5435451,3.9325594,3.5404177,3.4047874,3.4929577,3.4758771,3.3940671,3.7158405,3.3428606,3.7121103,3.5106193,3.5200678,3.3126069,3.2791750,3.5901796,3.1738533,3.4950000,3.3856984,3.3445433,3.7294550,3.4382484,3.7357493,3.5315733,3.3856945,3.4907979,3.4901783,3.3715311,3.6877804,3.3618472,3.7033509,3.5067890,3.5160939,3.2879928,3.2844056,3.5965330,3.1641031,3.5019852,3.3737161,3.3732916,3.6954743,3.4259165,3.7506264,3.6892689,3.4979518,3.6369522,3.6375183,3.4790930,3.8186705,3.4805970,3.8763818,3.6653748,3.7013358,3.3784757,3.4094313,3.7268758,3.2503681,3.6654141,3.5078008,3.4486485,3.8468292,3.5695723,3.9279505,3.7209332,3.5292693,3.6001634,3.6372345,3.5129547,3.8125780,3.4841778,3.8699004,3.6707413,3.6746005,3.3972703,3.3797461,3.7572699,3.2377755,3.6357282,3.5168476,3.4415890,3.8748745,3.5778025,3.9093707
970.00000E-3,3.2682597,3.1308617,3.2310275,3.2502010,3.1063983,3.3972157,3.0875898,3.4518473,3.2353018,3.3062505,3.0139769,3.0653511,3.3523460,2.9044863,3.2423048,3.1361314,3.0749296,3.4195544,3.1976836,3.5107043,3.2859200,3.1159932,3.2406449,3.2460565,3.0973601,3.3975640,3.1309680,3.4741672,3.2503117,3.2649062,3.0317149,3.0250223,3.3675428,2.9232347,3.2497078,3.1090699,3.0997339,3.4386073,3.1610228,3.5144904,3.1750553,3.0485942,3.1331649,3.1239407,3.0354185,3.3309983,2.9956702,3.3340539,3.1492539,3.1605065,2.9651878,2.9401684,3.2192854,2.8392894,3.1363712,3.0363687,2.9958044,3.3387644,3.0846038,3.3598100,3.1674297,3.0329433,3.1318542,3.1374032,3.0161434,3.3067666,3.0136711,3.3266656,3.1467671,3.1570016,2.9442351,2.9460819,3.2252571,2.8318020,3.1431560,3.0262292,3.0221323,3.3087845,3.0741750,3.3733785,3.2873075,3.1152050,3.2460536,3.2487441,3.0948424,3.4036067,3.1022686,3.4601159,3.2659286,3.3028458,3.0093246,3.0393368,3.3225670,2.8946694,3.2703220,3.1276466,3.0722245,3.4247571,3.1846720,3.5104803,3.3152945,3.1437382,3.2128875,3.2488902,3.1246917,3.3982387,3.1045100,3.4540907,3.2710844,3.2789018,3.0262801,3.0135089,3.3489731,2.8833718,3.2441796,3.1353657,3.0662078,3.4496870,3.1914384,3.4940943
